houseHigh,totalPrice,title,region,year,houseType,houseElevator,area,station,types,houseFitment,houseDirection,line,totalHigh,unitPrice,houseArea,distance
中楼层,550,穗园小区 东北三房 精装修 安静舒适,穗园小区 ,2000, 3室2厅 , 有电梯,天润路,华师站,塔楼,其他, 东北 ,3号线,30,63219, 87,1163米
中楼层,611.7,岭南新世界 中楼层 南向四房,岭南新世界2D区倚湾园 ,2008, 3室2厅 , 有电梯,白云大道北,嘉禾望岗站,塔楼, 精装 , 南 ,2号线,17,42501, 143.92,784米
高楼层,260,白云高尔夫花园 高层两房 格局好,白云高尔夫花园西区 ,1999, 2室1厅 , 有电梯,黄石路,,塔楼,其他, 西南 ,,11,34211, 76,
低楼层,600,星河湾 荟心园 楼层好 采光好 看楼方便,广州星河湾荟心园 ,2001, 3室2厅 , 有电梯,华南,,塔楼, 精装 , 南 北 ,,17,40541, 148,
中楼层,550,华南碧桂园 翠山蓝天苑 4房 东南向,华南碧桂园翠山蓝天苑 ,2001, 4室2厅 , 有电梯,华南,,塔楼, 精装 , 东南 ,,8,31977, 172,
低楼层,545,骏景花园 南苑南向 户型方正 看房方便,骏景花园南苑骏扬轩 ,2000, 3室2厅 , 有电梯,棠下,,塔楼, 简装 , 南 ,,13,58704, 92.84,
高楼层,235,广发新村 精致三房 采光通风,广发新村 ,1997, 3室2厅 , 无电梯,赤岗,赤岗站,塔楼, 精装 , 东南 ,8号线,9,29364, 80.03,596米
低楼层,260,锦绣香江布查特公寓 保养新净 视野好,锦绣香江花园布查特国际公寓 ,2004, 1室2厅 , 有电梯,华南,,塔楼,其他, 东北 ,,23,29546, 88,
高楼层,309.7,富力桃园 精装修两房 东南向 通风采光好,富力桃园 ,2004, 2室2厅 , 有电梯,罗冲围,西村站,塔楼,其他, 东南 ,5号线,30,38000, 81.5,1188米
中楼层,629,隽园小区 实用三房 带主套 装修保养好,隽园 ,2007, 3室2厅 , 有电梯,天河公园,,塔楼,其他, 西北 ,,31,68616, 91.67,
中楼层,350,六运小区 方正两房 东南向中间楼层,六运小区黄埔大道西 ,1993, 2室1厅 , 无电梯,天河南,离apm线黄埔大道站,塔楼,其他, 南 ,,8,46126, 75.88,574米
中楼层,720,华港花园  一梯两户 南向少税安静景观好,华港花园华港南街 ,2004, 3室2厅 , 无电梯,天河公园,,塔楼, 精装 , 南 ,,9,65718, 109.56,
中楼层,430,广利路 南北通透 户型方正 实用三房,广利路 ,塔楼  , 3室1厅 ,未知,天河南,体育西路站, , 精装, 南 北 ,1号线,9,38363, 112.09,872米
高楼层,545,第三金碧 南向三房中高层安静望花园望江景,金碧花园第三金碧 ,2000, 3室2厅 , 有电梯,金碧,,塔楼, 精装 , 南 ,,32,46802, 116.45,
低楼层,380,江湾花苑 低楼层 正规大三房 双阳台,江湾花苑福宁居 ,1999, 3室2厅 , 无电梯,滨江中,,塔楼,其他, 北 ,,9,34742, 109.38,
高楼层,410,时尚名苑 交通便利 户型方正三房,时尚明苑 ,2006, 3室2厅 , 有电梯,车陂,车陂站,塔楼, 精装 , 北 ,4号线,11,47559, 86.21,505米
低楼层,208,侨诚花园 温馨舒适两房 家私电器全齐,侨诚花园秋月苑 ,塔楼  , 2室1厅 ,未知,金碧,南洲站, , 精装, 东北 ,2号线,9,34667, 60,1102米
中楼层,188,新安苑 实用3房 格局方正,新安苑66号 ,1998, 3室2厅 ,未知,区府,大沙东站,塔楼,其他, 北 ,5号线,9,27247, 69,108米
高楼层,105,瑞康大厦 经济产地 配套完善,瑞康大厦 ,1997, 2室1厅 ,未知,新港西,中大站,塔楼,其他, 南 ,8号线,9,24894, 42.18,868米
中楼层,255,下塘西路 宝汉直街 方正两房 装修精美修,下塘西路宝汉直街 ,1991, 2室1厅 , 无电梯,麓景,小北站,塔楼,其他, 北 ,5号线,9,37761, 67.53,242米
低楼层,1230,东山雅筑 大型小区 方正大三房 配套成熟,东山雅筑 ,2000, 4室2厅 , 有电梯,东风东,杨箕站,塔楼, 精装 , 东 西 ,1号线,33,82198, 149.64,1053米
高楼层,140,冶炼厂宿舍 装修保养好 户型方正,冶炼厂宿舍 ,1998, 2室2厅 ,未知,区府,,塔楼, 简装, 南 ,,8,21009, 66.64,
中楼层,258,华乐苑 电梯直上 可改两房,华乐苑 ,1999, 1室1厅 ,未知,新港西,鹭江站,塔楼,其他, 南 北 ,8号线,9,48929, 52.73,644米
高楼层,620,华江花园 南向方正电梯三房 九成使用率,华江花园 ,1999, 3室2厅 , 有电梯,天河公园,,塔楼,其他, 南 ,,9,48253, 128.49,
低楼层,358,燕塘广场 实用三房 东南向采光通风好。,燕塘广场绿茵阁 ,1995, 3室2厅 ,未知,粤垦,燕塘站,塔楼,其他, 东南 ,6号线,9,37609, 95.19,195米
低楼层,450,园田居 大院管理 低层精装四房,园田居 ,2000, 4室2厅 , 无电梯,五山,华师站,塔楼, 精装 , 南 北 ,3号线,9,48388, 93,985米
高楼层,800,寺右二马路 电梯精装四房,寺右二马路 ,塔楼  , 4室1厅 , 无电梯,五羊新城,五羊邨站, ,其他, 东南 ,5号线,9,63924, 125.15,770米
低楼层,580,暨南花园 实用四房 通风采光好 交通方便,暨南花园 ,1997, 4室2厅 , 无电梯,石牌,岗顶站,塔楼, 简装 , 南 ,3号线,10,55239, 105,1194米
低楼层,363,东怡新区 东雅园 配套成熟,东怡新区东雅园 ,2000, 4室2厅 ,未知,市桥,,塔楼, 精装, 南 ,,7,24528, 148,
高楼层,460,金碧领秀国际 方正大三房 单边位无遮挡,金碧领秀国际 ,2007, 3室2厅 ,未知,区府,,塔楼, 简装, 北 ,,33,42652, 107.85,
中楼层,550,经济管理学院宿舍 一梯一户 4房带主卧,怡乐路 ,塔楼  , 4室2厅 ,未知,新港西,, ,其他, 南 ,,8,42266, 130.13,
中楼层,390,东湖映月 从未入住 南北对流,东湖映月 ,2012, 3室2厅 , 有电梯,白云大道北,,塔楼,其他, 南 北 ,,29,30285, 128.78,
高楼层,186,祈福新村 E区 带大露台眼镜房 交通方便,祈福新村E区 ,1995, 2室2厅 , 无电梯,祈福,,板楼,其他, 北 ,,4,24000, 77.5,
中楼层,460,东璟花园 两房一厅 户型方正,东璟花园 ,2004, 2室1厅 , 有电梯,员村,员村站,塔楼, 精装 , 北 ,5号线,25,56805, 80.98,806米
高楼层,84,石岗路 采光好 交通方便 户型方正,石岗路 ,塔楼  , 2室1厅 , 无电梯,工业大道南,离广佛线燕岗站, ,其他, 东南 ,,8,20543, 40.89,832米
高楼层,290,翠绿洲 精装三房 望花园 东西向,翡翠绿洲森林半岛 ,2011, 3室2厅 ,未知,新塘,,塔楼, 精装, 西 ,,23,19728, 147,
高楼层,140,下塘西路温馨2房间隔方正实用,宝汉直街54号大院 ,塔楼  , 2室1厅 ,未知,麓景,小北站, , 简装, 北 ,5号线,9,32483, 43.1,436米
中楼层,578,富丽花苑 南北对流 大五房 产权清晰,富丽花苑体育东路 ,2000, 5室2厅 , 无电梯,天河南,体育中心站,塔楼, 简装 , 南 ,1号线,8,51608, 112,497米
中楼层,485,海珠半岛 一线江景两房 南北通透,海珠半岛花园 ,1997, 2室1厅 , 有电梯,滨江东,,塔楼,其他, 南 北 ,,31,53925, 89.94,
中楼层,1100,中海璟晖华庭 方正三房 小区环境和管理好,中海璟晖华庭 ,2007, 3室2厅 , 有电梯,珠江新城中,猎德站,塔楼,其他, 北 ,5号线,32,93000, 118.28,561米
中楼层,450,华景芳满庭园 北向精装两房,华景新城芳满庭园 ,2004, 2室1厅 , 有电梯,华景新城,,塔楼, 精装 , 北 ,,36,56963, 79,
中楼层,1168,天誉华庭，南北向，精致装修，电梯房,天誉华庭 ,2004, 4室2厅 , 有电梯,龙口西,岗顶站,塔楼, 简装 , 南 北 ,3号线,28,66496, 175.65,784米
中楼层,385,一品湖山 方正3房可做4房 精装修,一品湖山 ,2011, 3室2厅 , 有电梯,南湖,,塔楼,其他, 南 北 ,,7,39691, 97,
高楼层,405,名汇商业大厦 高层 朝向好 通风采光佳,名汇商业大厦 ,2002, 3室2厅 , 有电梯,西关,长寿路站,塔楼, 简装 , 南 北 ,1号线,32,39321, 103,754米
高楼层,265,银丰花园 精装修 大三房 地铁五号线,银丰花园银丰一街 ,1999, 3室2厅 , 无电梯,区府,大沙东站,塔楼, 精装 , 东北 ,5号线,9,21014, 126.11,654米
高楼层,395,天誉花园 一房一厅  采光好 环境好,天誉花园 ,2000, 1室1厅 ,未知,天河北,广州东站站,塔楼, 简装, 西南 ,1号线,30,65204, 60.58,460米
中楼层,720,鸿翔大厦 大三房 户型方正 配套成熟,鸿翔大厦 ,2002, 3室2厅 ,未知,天河北,华师站,塔楼, 简装, 东南 ,3号线,29,59505, 121,470米
低楼层,275,汇侨新城 小区安静 电梯户型方正,汇侨新城南区 ,2000, 3室1厅 , 有电梯,新市,,塔楼,其他, 西南 ,,16,28948, 95,
高楼层,350,华南碧桂园 翠山蓝天苑 三房,华南碧桂园翠山蓝天苑 ,2001, 3室2厅 ,未知,华南,,塔楼, 精装, 北 ,,7,36843, 95,
中楼层,220,大石富丽家园，方正三房，小区环境好,富丽家园 ,2002, 3室2厅 ,未知,大石,大石站,塔楼,其他, 南 ,3号线,7,21783, 101,654米
低楼层,473.6,富力桃园 C区大三房 保养通风佳,富力桃园 ,2004, 3室2厅 , 有电梯,罗冲围,,塔楼,其他, 西南 ,,30,37000, 128,
高楼层,838,南向大2房 通风对流 花园小区 格局方正,珠江都荟华庭 ,2006, 2室2厅 ,未知,珠江新城西,珠江新城站,塔楼, 精装, 南 ,3号线,33,92957, 90.15,401米
高楼层,152,两房两厅出售，户型方正 实用,桥福园桥兴楼 ,2000, 2室2厅 , 无电梯,市桥,,塔楼, 精装 , 北 ,,8,20541, 74,
高楼层,320,六运小区 正规两房 通风采光好 通透户型,六运小区六运五街 ,1993, 2室1厅 , 无电梯,天河南,体育中心站,塔楼, 简装 , 南 ,1号线,8,47762, 67,507米
中楼层,399,富力千禧 高层两房 配套完善,富力千禧花园 ,2002, 2室1厅 ,未知,新港西,晓港站,塔楼,其他, 北 ,8号线,26,55417, 72,699米
低楼层,370,阳光假日园 正规两房 看房方便,阳光假日园 ,2009, 2室2厅 , 有电梯,棠下,车陂站,塔楼, 精装 , 北 ,4号线,16,44509, 83.13,1088米
中楼层,295,逸景翠园 电梯两房 保养新净 温馨舒适,逸景翠园翠林居 ,2002, 2室1厅 ,未知,广州大道南,,塔楼, 简装, 东北 ,,13,40202, 73.38,
高楼层,1060,麓景雅苑 东向望花园 方正四房三阳台,麓景雅苑 ,2000, 4室2厅 ,未知,麓景,小北站,塔楼, 精装, 东南 ,5号线,13,70000, 151.43,575米
高楼层,310,富力桃园，干净大两房，户型方正,富力桃园 ,2004, 2室2厅 , 有电梯,罗冲围,西村站,塔楼,其他, 西北 ,5号线,24,36144, 85.77,1080米
低楼层,380,富力院士庭 电梯二房 正规两房一厅,富力院士庭B1区 ,2008, 2室1厅 ,未知,东莞庄,,塔楼,其他, 南 ,,24,47847, 79.42,
低楼层,182.6,旺中带静市实用两房 总价低市场价入市好房,慧仪楼 ,2000, 2室1厅 , 无电梯,华景新城,,塔楼, 简装 , 南 北 ,,9,30000, 60.86,
低楼层,340,金丰花园 南向原装三房 户型方正 采光好,金丰花园金峰阁 ,2000, 3室2厅 , 无电梯,赤岗,,塔楼, 简装 , 南 ,,9,38203, 89,
中楼层,260,江南西路 紫金大街低层两房一厅 省级名校,江南西路紫金大街 ,板楼  , 2室1厅 , 无电梯,江南西,江南西站, ,其他, 东 ,2号线,8,39394, 66,621米
高楼层,480,新月明珠花园 精装四房 交通便利 环境好,新月明珠花园 ,2007, 4室2厅 , 有电梯,大石,大石站,塔楼,其他, 南 ,3号线,24,37210, 129,783米
低楼层,480,中海安静两房 户型方正 花园小区,中海名都 ,2003, 2室1厅 ,未知,滨江中,,塔楼,其他, 北 ,,37,56003, 85.71,
高楼层,300,高层温馨2房 间隔方正好用,富力桃园 ,2004, 2室2厅 ,未知,罗冲围,,塔楼,其他, 西南 ,,31,36586, 82,
高楼层,390,惠城花园 惠景楼单位 交通便利,惠城花园 ,1996, 3室2厅 , 有电梯,西关,陈家祠站,塔楼, 精装 , 东南 ,1号线,25,37865, 103,449米
中楼层,250,洛湖居精装三房 温馨舒适 采光通风好,芳华花园洛湖居 ,1999, 3室1厅 , 无电梯,洛溪,洛溪站,塔楼, 简装 , 北 ,2号线,7,28836, 86.7,593米
低楼层,145,墩美小区  三房二厅 通风采光好,墩美小区 ,1997, 3室2厅 , 无电梯,开发区,,塔楼,其他, 南 ,,9,19334, 75,
低楼层,430,保利百合花园 南向 带主套送平台花园,保利百合花园二期 ,2004, 3室2厅 , 有电梯,江燕路,离广佛线燕岗站,塔楼, 简装 , 南 ,,15,42303, 101.65,1058米
低楼层,500,六运小区 方正三房 实用面积大 交通方便,六运小区体育西横街 ,1993, 3室2厅 , 无电梯,天河南,离apm线天河南站,塔楼,其他, 东南 ,,8,58824, 85,384米
中楼层,705,骏景花园 北苑二期 南向正规四房,骏景花园北苑骏雅轩 ,1999, 4室2厅 , 有电梯,棠下,车陂站,塔楼,其他, 南 ,4号线,12,52030, 135.5,1182米
中楼层,250,海滨花园 电梯三房 采光好 安静,海滨花园海涛阁 ,1998, 3室2厅 , 有电梯,洛溪,,塔楼, 精装 , 东 西 ,,12,26940, 92.8,
低楼层,460,江南新苑 精装2房 户型方正实用,江南新苑 ,2002, 2室1厅 , 有电梯,新港西,中大站,塔楼,其他, 北 ,8号线,32,56791, 81,800米
低楼层,590,仙湖名苑 南向三房 景观好 户型方正,仙湖名苑 ,2003, 3室2厅 , 有电梯,天河公园,,塔楼,其他, 南 ,,25,52213, 113,
中楼层,410,广州富力城 南向大三房,广州富力城 ,2005, 3室2厅 , 有电梯,黄石路,,塔楼,其他, 西南 ,,18,35653, 115,
中楼层,376,金逸雅居 低楼层 温馨方正三房,金逸雅居 ,2006, 3室2厅 , 有电梯,区府,,塔楼,其他, 西北 ,,11,39335, 95.59,
低楼层,268,龙光峰景华庭 空间布局有致 精装三房,龙光峰景华庭 ,2009, 3室2厅 , 有电梯,科学城,,塔楼,其他, 东 ,,18,30113, 89,
高楼层,1300,嘉骏苑 电梯复式 可遇不可求,嘉骏苑 ,2001, 5室2厅 , 有电梯,东川路,团一大广场站,塔楼, 精装 , 西南 ,6号线,32,63107, 206,714米
低楼层,238,丽江花园丽字楼 温馨三房,丽江花园丽彦楼 ,1995, 3室1厅 , 有电梯,南浦,,塔楼,其他, 西南 ,,9,26872, 88.57,
高楼层,285,华乐苑 电梯两房 保养新净 带天台花园,华乐苑 ,1999, 2室1厅 , 有电梯,新港西,客村站,塔楼, 精装 , 南 北 ,3号线,9,43386, 65.69,757米
低楼层,90,合兴苑低层 带24方平台 可自己用 好房,合兴苑合兴苑 ,1997, 1室1厅 ,未知,花地大道,芳村站,塔楼,其他, 北 ,1号线,8,26471, 34,804米
高楼层,690,鸿翔大厦 大三房 户型方正 配套成熟,鸿翔大厦 ,2002, 3室2厅 , 有电梯,天河北,华师站,塔楼, 简装 , 西南 ,3号线,29,56558, 122,470米
高楼层,385,华景新城 公安宿舍 精装两房,华景公安宿舍 ,1998, 2室2厅 , 有电梯,华景新城,,塔楼,其他, 南 北 ,,9,47280, 81.43,
低楼层,248,兴禺大厦 电梯两房 采光充足 交通便利,兴禺大厦 ,2002, 2室2厅 , 有电梯,粤垦,广州东站站,塔楼, 简装 , 北 ,1号线,33,30087, 82.43,790米
中楼层,195,祈福新村 翠怡居 温馨小三房,祈福新村翠怡居 ,1995, 3室2厅 ,未知,祈福,,板楼,其他, 北 ,,5,26531, 73.5,
高楼层,150,积德花园 南向两房 生活便利,积德花园 ,1998, 2室1厅 , 无电梯,同德围,,塔楼, 简装 , 南 ,,9,25424, 59,
高楼层,410,实用舒适单位 配套完善,华侨乐园 ,1995, 2室1厅 , 有电梯,淘金,淘金站,塔楼, 简装 , 东北 ,5号线,26,54269, 75.55,927米
中楼层,465,保利百合花园 望花园 保养好 带主套,保利百合花园馨园 ,2004, 3室2厅 ,未知,江燕路,离广佛线燕岗站,塔楼,其他, 西北 ,,11,50423, 92.22,919米
低楼层,328,动感华庭 南向两房 装修保养好,动感华庭 ,塔楼  , 2室1厅 , 有电梯,江燕路,江泰路站, , 精装 , 南 ,2号线,18,43387, 75.6,794米
高楼层,318,春晖闲庭 方正3房 望花园 装修保养好,春晖闲庭A2栋 ,2004, 3室2厅 , 有电梯,南湖,北延段永泰站,塔楼,其他, 东北 ,3号线,7,30000, 106,371米
低楼层,786,海珠半岛花园 一线望江,海珠半岛花园 ,2000, 3室2厅 ,未知,滨江东,,塔楼,其他, 北 ,,46,59900, 131.22,
低楼层,535,嘉仕花园 实用三房带主卫 方正厅出阳台,嘉仕花园 ,2000, 3室2厅 , 有电梯,滨江东,,塔楼, 简装 , 西北 ,,16,50000, 107,
中楼层,328,汇侨新城 东南向 实用三房 干净舒适,汇侨新城南区 ,2000, 3室2厅 , 有电梯,新市,,塔楼, 简装 , 东南 ,,17,28102, 116.72,
高楼层,310,天朗明居 高层两房 安静望广州塔 视野好,富力天朗明居N区 ,2001, 2室1厅 , 有电梯,棠下,车陂站,塔楼, 精装 , 西 ,4号线,26,48438, 64,1092米
高楼层,215,丽江花园 精装大两房带家私 望江电梯房,丽江花园丽茵楼 ,1993, 2室2厅 ,未知,南浦,,塔楼,其他, 东南 ,,9,24432, 88,
高楼层,708,华天国际 三房两厅 南向采光好,华天国际广场 ,2001, 3室2厅 , 有电梯,龙口东,华师站,塔楼,其他, 南 ,3号线,30,59000, 120,382米
高楼层,530,鸿景园 精致三房 精致装,鸿景园 ,2002, 3室2厅 , 有电梯,天润路,华师站,塔楼, 简装 , 西南 ,3号线,32,56990, 93,668米
中楼层,400,翠湖山庄 安静电梯两房,翠湖山庄 ,1999, 2室1厅 , 有电梯,天河公园,,塔楼, 简装 , 东南 ,,17,47371, 84.44,
低楼层,485,富力桃园 东南向三房 通风采光好,富力桃园 ,2004, 3室2厅 ,未知,罗冲围,,塔楼,其他, 东南 ,,29,35299, 137.4,
中楼层,560,华侨乐园 南向方正三房 明亮通风,华侨乐园 ,1995, 3室2厅 , 有电梯,淘金,,塔楼,其他, 西南 ,,26,49123, 114,
高楼层,650,金田花苑 3室2厅 650万,金田花苑 ,1997, 3室2厅 , 有电梯,天河北,华师站,塔楼, 简装 , 西北 ,3号线,10,51182, 127,1074米
高楼层,760,珠江俊园 安静温馨三居 户型好看小区花园,珠江俊园 ,2007, 3室2厅 , 有电梯,华景新城,,塔楼, 精装 , 东北 ,,28,62408, 121.78,
中楼层,480,生物药厂宿舍三房 南向望花园 住家之选,省生物药厂宿舍 ,1999, 3室2厅 ,未知,华景新城,,塔楼, 精装, 南 ,,8,57082, 84.09,
高楼层,337,骏鸿花园 4室2厅 336.91万,骏鸿花园 ,2005, 4室2厅 , 无电梯,区府,,塔楼, 简装 , 北 ,,6,26001, 129.58,
中楼层,243,锦绣生态园 倚翠苑三房出售,锦绣生态园倚翠苑 ,2001, 3室2厅 , 无电梯,钟村,,塔楼,其他, 西北 ,,6,24993, 97.23,
高楼层,530,荔湾路荔京阁  方正实用三房 高层带主套,荔京阁 ,2002, 3室2厅 , 有电梯,荔湾路,陈家祠站,塔楼, 精装 , 西南 ,1号线,20,48029, 110.35,834米
中楼层,250,锦绣花园南区三房两卫 东西对流,锦绣花园南区 ,1997, 3室2厅 , 无电梯,钟村,,塔楼, 简装 , 东 西 ,,7,22543, 110.9,
中楼层,668,易丰大厦 户型方正 精装三房 交通便利,易丰大厦 ,2010, 3室2厅 , 有电梯,天河公园,,塔楼,其他, 东 ,,18,61285, 109,
低楼层,360,高尔夫东区 方正三房 望花园 采光好,白云高尔夫花园东区 ,2002, 3室2厅 , 有电梯,黄石路,,塔楼, 精装 , 东南 ,,14,35295, 102,
高楼层,438,森语星园 实用三房 证过五年,森语星园 ,2004, 3室2厅 , 有电梯,南洲,,塔楼,其他, 东南 ,,19,38087, 115,
低楼层,390,富力桃园 A区三房 保养通风佳,富力桃园 ,2004, 3室2厅 , 有电梯,罗冲围,,塔楼, 简装 , 南 ,,32,36112, 108,
中楼层,360,左岸方正大2房 中层采光好,丽江花园左岸 ,2003, 2室2厅 , 有电梯,南浦,,塔楼,其他, 西北 ,,16,33645, 107,
低楼层,275,金碧雅苑 温馨两居室 客厅出阳台 电梯房,金碧雅苑 ,2005, 2室1厅 ,未知,白云大道北,北延段白云大道北站,塔楼,其他, 北 ,3号线,18,38446, 71.53,435米
中楼层,260,鸣翠花园 2室1厅 260万,鸣翠花园 ,2006, 2室1厅 ,未知,工业大道南,,塔楼, 精装, 西 ,,11,48301, 53.83,
低楼层,190,云苑新村 低层三房 采光通风 大露台,广园云苑新村云苑北街 ,1999, 3室1厅 ,未知,广园路,,塔楼,其他, 南 ,,9,27537, 69,
低楼层,578,嘉仕花园 位置安静南北通透 厅出平台花园,嘉仕花园 ,2000, 3室2厅 , 有电梯,滨江东,,塔楼, 精装 , 南 北 ,,16,57800, 100,
